"UAI";"Rentrée";"pki.FIN.P.ressources";"pki.FIN.S.masseSalariale";"pki.FIN.S.ressourcesPropres";"pki.ENS.P.effectif";"pki.ENS.S.titulaires";"pki.ENS.S.ECtitulaires";"pki.ENS.S.DocATER";"pki.ENS.S.LRU";"pki.ETU.P.effectif";"pki.ETU.S.cycle.1.L";"pki.ETU.S.cycle.2.M";"pki.ETU.S.cycle.3.D";"pki.ETU.S.diplomeEtablissement";"pki.ADM.P.formations";"pki.ADM.S.sélective";"pki.ADM.S.hypersélective";"pki.ADM.S.surchargées";"pki.ADM.S.souschargée";"err.ADM";"Libellé";"Sigle";"Type";"Type.détaillé";"Académie";"Rattachement";"url.siteweb";"url.wikidata";"url.legifrance";"pki.K.proPres";"pki.K.resPetu";"pki.K.selPfor";"pki.K.titPetu";"pki.K.titPens"
"0751719L";"2011";100053117,35;81874431,33;9895753,32999999;NA;NA;NA;NA;NA;17516;10977;5073;1466;1631;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,0989049975862645;6233,83908722741;NA;NA;NA
"0751719L";"2012";102986033,6;81273665,01;11665842,193382;722;455;406;180;0;17188;10557;5153;1478;1468;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,1132759636;6555,44453214513;NA;2,64719571794275;0,562326869806094
"0751719L";"2013";102768975,9;83860984,61;11339600,1841367;718;456;407;179;0;16882;10660;4798;1424;1430;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,1103406946;6648,27117997154;NA;2,7011017651937;0,566852367688022
"0751719L";"2014";100739172;84588842;10066151;723;450;403;189;0;16624;10453;4819;1352;1304;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,0999229078436341;6596,3313253012;NA;2,70692974013475;0,557399723374827
"0751719L";"2015";102247431;86065378;11502042;733;448;397;225;0;16200;10391;4622;1187;1307;7;7;5;4;0;0;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,112492234645974;6810,59288616532;1;2,76543209876543;0,541609822646658
"0751719L";"2018";104896160;90088826;10617513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Sorbonne Nouvelle - Paris 3";"";"Université";"Université";"Paris";"";"http://www.univ-paris3.fr/";"https://www.wikidata.org/entity/Q571293";"";0,101219272469078;NA;NA;NA;NA
"0751720M";"2009";40947046,78;21229512,65;15304216,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,373756305362543;NA;NA;NA;NA
"0751720M";"2010";141885736,28;124077519,23;13760685,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0969842754513703;NA;NA;NA;NA
"0751720M";"2011";145286638,98;125728872,01;16142762,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,111109752922443;NA;NA;NA;NA
"0751720M";"2012";149323999,3;126060055,1;17411160,9221341;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1165998835;NA;NA;NA;NA
"0751720M";"2013";148923641,4;128097797,3;17673647,4275925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1186759017;NA;NA;NA;NA
"0751720M";"2014";154611486;129389464;22795655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147438302222902;NA;NA;NA;NA
"0751720M";"2015";154781621;132364539;21789360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;8;7;1;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,140774853365827;NA;0,8;NA;NA
"0751720M";"2016";157491184;135176825;22261184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;8;6;5;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,141348762734554;NA;0,8;NA;NA
"0751721N";"2009";264235556,24;211504248,97;42575387,0000001;NA;NA;NA;NA;NA;32657;14433;17027;1197;5557;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,161126638692522;8399,09587539733;NA;NA;NA
"0751721N";"2010";270843913,66;220566169,18;45715448,66;NA;NA;NA;NA;NA;33115;14716;17176;1223;6022;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,168788908867224;8492,53460617083;NA;NA;NA
"0751721N";"2011";273577727,89;227411812,44;44999459,8900001;NA;NA;NA;NA;NA;31793;14228;16340;1225;5036;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,164485099854669;8949,8079000916;NA;NA;NA
"0751721N";"2012";285632351,6;233833976,7;53708734,5888832;1486;1282;1177;129;0;30988;13714;16069;1205;4624;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,1880344936;9590,44930329383;NA;4,13708532335097;0,792059219380888
"0751721N";"2013";287453059,8;237650566,4;56234873,7856792;1466;1307;1199;121;0;30412;14013;15157;1242;4272;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,1956315018;9854,40726088447;NA;4,2976456661844;0,817871759890859
"0751721N";"2014";295552005;240791964;62782170,0000001;1569;1304;1200;196;0;32977;14477;17208;1292;5820;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,212423427816029;9327,82089316711;NA;3,95427115868636;0,764818355640535
"0751721N";"2015";304908789;242602891;72429422;1700;1279;1169;349;9;33644;14823;17510;1311;6047;10;8;6;3;1;0;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,23754455303681;9430,26595119537;0,8;3,80156937343954;0,687647058823529
"0751721N";"2016";301558257;244287106;65037271;1755;1292;1179;393;8;32274;15164;15855;1255;4473;10;9;7;3;1;0;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,215670668901631;9721,7272316967;0,9;4,00322240813038;0,671794871794872
"0751721N";"2017";299220576;243132847;60426100,9999999;1713;1264;1155;385;9;31652;15079;15326;1247;4110;11;7;1;2;0;1;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,201945005947719;9841,16349284657;0,636363636363636;3,99342853532162;0,674255691768827
"0751721N";"2018";306318238;253045173;67124890,9999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Paris Descartes";"";"Université";"Université";"Paris";"";"http://www.univ-paris5.fr/";"https://www.wikidata.org/entity/Q1155944";"";0,219134490451071;NA;NA;NA;NA
"0751722P";"2009";408253060,27;331982374,16;69139355,77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,169354164116429;NA;NA;NA;NA
"0751722P";"2010";416659689,09;341220270,31;73978024,0899999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,177550231104839;NA;NA;NA;NA
"0751722P";"2011";424424388,99;346235858,44;78332192,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,184561007359654;NA;NA;NA;NA
"0751722P";"2013";450977007,8;362093866,4;100500285,80739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2228501322;NA;NA;NA;NA
"0751722P";"2014";463090982;361077416;113445311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,244974131238859;NA;NA;NA;NA
"0751722P";"2015";457207217;359734081;107765943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;2;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,235704816094362;NA;0,75;NA;NA
"0751722P";"2016";468994130;361384318;113236166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,241444740470419;NA;1;NA;NA
"0751723R";"2009";261146568,48;218651196,8;23167469,62;NA;NA;NA;NA;NA;24388;11241;10943;2204;2814;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,0887144324922436;11771,8431518211;NA;NA;NA
"0751723R";"2010";274993269,5;226335975,35;32029573,24;NA;NA;NA;NA;NA;25704;11746;11700;2258;3246;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,116474026067027;11728,7925232449;NA;NA;NA
"0751723R";"2011";282538165,12;230926517,1;31316743,2;NA;NA;NA;NA;NA;24177;11331;10693;2153;2040;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,110840753802939;12828,6489792953;NA;NA;NA
"0751723R";"2012";294251849,8;236990191,6;35858949,975827;2125;1403;1353;549;0;23999;11191;10772;2036;2079;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,1218648243;13397,6164367345;NA;5,84607691987166;0,636705882352941
"0751723R";"2013";293569330,2;233947160;36199859,6387091;2089;1401;1350;513;0;24435;11199;11269;1967;2624;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,1233094057;13066,1086968132;NA;5,73357888275015;0,646242221158449
"0751723R";"2014";294086207;235790738;39770042;1787;1371;1321;377;0;23248;10576;10968;1704;2472;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,135232598650912;13650,4923412551;NA;5,89728148657949;0,739227756015669
"0751723R";"2015";298335867;239727147;44520656;2013;1359;1311;595;0;24549;11326;11455;1768;2264;18;17;9;0;2;0;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,149229981790959;13095,8196303937;0,944444444444444;5,53586704142735;0,651266766020864
"0751723R";"2016";297912505;235718829;40386632;2192;1371;1324;714;0;24949;11498;11594;1857;2500;18;18;9;8;0;0;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,135565413744549;12901,1131560714;1;5,49521022886689;0,604014598540146
"0751723R";"2017";299329595;236848370;35645624,9999999;1975;1248;1248;660;0;24504;11426;11340;1738;2332;32;22;2;7;4;7;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,119084866967464;13148,0978213125;0,6875;5,09304603330069;0,631898734177215
"0751723R";"2018";309914904;246006372;47465016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université Paris Diderot";"";"Université";"Université";"Paris";"";"http://www.univ-paris-diderot.fr/";"https://www.wikidata.org/entity/Q1235608";"";0,153154996379264;NA;NA;NA;NA
"0751794T";"2009";9610209,2;7395987,85;1758518,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,182984382899802;NA;NA;NA;NA
"0751794T";"2010";8558231,96;7557457,42;972713,959999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,113658284158028;NA;NA;NA;NA
"0751794T";"2011";9262111,2;7208332,27;1383902,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,149415416217417;NA;NA;NA;NA
"0751794T";"2012";9814985,71;7044168,18;2018597,71004258;38;38;38;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,2056648649;NA;NA;NA;1
"0751794T";"2013";9551973,87;6633231,44;1755585,87044588;36;36;36;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,1837929934;NA;NA;NA;1
"0751794T";"2014";9448111;7154121;2304417;34;34;34;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,243902405464965;NA;NA;NA;1
"0751794T";"2015";8922945;7405446;1042158;34;34;34;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,116795295723553;NA;NA;NA;1
"0751794T";"2016";9818141;7583147;1879367;36;36;36;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,19141780506106;NA;NA;NA;1
"0751794T";"2017";9562379;7622447;1527878;32;32;32;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,159780113296074;NA;NA;NA;1
"0751794T";"2018";9845938;7518643;1832894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École française d'Extrême-Orient";"EFEO";"Autre";"École française à l'étranger";"Paris";"";"http://www.efeo.fr/";"https://www.wikidata.org/entity/Q273559";"";0,186157377793766;NA;NA;NA;NA
"0752744A";"2015";375303;176078;147445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,392869228330176;NA;NA;NA;NA
"0752744A";"2016";397002;171130;152419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,383925018009985;NA;NA;NA;NA
"0753237L";"2009";49137695,9;14442154,05;33229236,85;NA;NA;NA;NA;NA;5095;NA;4892;203;368;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,676247354324971;NA;NA;NA;NA
"0753237L";"2010";46119326,62;14950365,59;31647934,68;NA;NA;NA;NA;NA;5286;NA;5055;231;320;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,686218490151928;NA;NA;NA;NA
"0753237L";"2011";44614239,32;16701204,49;28211662,98;NA;NA;NA;NA;NA;5522;NA;5302;220;284;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,632346609737064;NA;NA;NA;NA
"0753237L";"2012";39649920,71;17337506,58;25921150,2196484;451;349;209;58;0;5635;NA;5407;228;213;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,6537503671;NA;NA;6,19343389529725;0,463414634146341
"0753237L";"2013";40467344,83;17642093,34;27417806,1501002;473;347;213;76;0;5726;NA;5485;241;245;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,67752916;NA;NA;6,06007684247293;0,450317124735729
"0753237L";"2014";95828202;73011506;25479443;466;342;212;72;0;5703;48;5401;254;282;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,265886685424819;17586,3831895761;NA;5,99684376643872;0,454935622317597
"0753237L";"2015";96328486;72515481;25837340;458;337;214;70;0;5645;92;5293;260;340;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,268221178105093;17888,2982358403;NA;5,96988485385297;0,467248908296943
"0753237L";"2018";101267203;76622346;29482296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'arts et métiers";"ENSAM";"Grand établissement";"Grand établissement";"Paris";"";"http://www.ensam.eu/";"https://www.wikidata.org/entity/Q2570220";"";0,291133704956777;NA;NA;NA;NA
"0753364Z";"2009";7359232,3;2580087,72;6488462,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,881676516720365;NA;NA;NA;NA
"0753364Z";"2010";7913008,26;2892731,05;7065321,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,892874242999969;NA;NA;NA;NA
"0753364Z";"2011";7560544,19;2722087,45;6599358,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,872868146016352;NA;NA;NA;NA
"0753364Z";"2013";7834260,37;2791314,16;6996633,37005697;47;26;25;7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,8930815469;NA;NA;NA;0,531914893617021
"0753364Z";"2014";8918237;2457169;8703761;42;29;28;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,975950852169549;NA;NA;NA;0,666666666666667
"0753364Z";"2015";10504085;2258563;9715438,00000001;34;28;27;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,924919971611045;NA;NA;NA;0,794117647058823
"0753364Z";"2016";10738069;2201923;10296021;46;33;32;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,958833566817274;NA;NA;NA;0,695652173913043
"0753364Z";"2017";10799581;3059025;9991282;44;31;30;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,925154596275541;NA;NA;NA;0,681818181818182
"0753364Z";"2018";11401145;3996506;10619245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'administration des entreprises de Paris";"IAE de Paris";"Autre";"Autre établissement";"Paris";"Université Paris 1 - Panthéon Sorbonne";"http://www.iae-paris.com/";"https://www.wikidata.org/entity/Q3151899";"";0,93141916886418;NA;NA;NA;NA
