"UAI";"Rentrée";"pki.FIN.P.ressources";"pki.FIN.S.masseSalariale";"pki.FIN.S.ressourcesPropres";"pki.ENS.P.effectif";"pki.ENS.S.titulaires";"pki.ENS.S.ECtitulaires";"pki.ENS.S.DocATER";"pki.ENS.S.LRU";"pki.ETU.P.effectif";"pki.ETU.S.cycle.1.L";"pki.ETU.S.cycle.2.M";"pki.ETU.S.cycle.3.D";"pki.ETU.S.diplomeEtablissement";"pki.ADM.P.formations";"pki.ADM.S.sélective";"pki.ADM.S.hypersélective";"pki.ADM.S.surchargées";"pki.ADM.S.souschargée";"err.ADM";"Libellé";"Sigle";"Type";"Type.détaillé";"Académie";"Rattachement";"url.siteweb";"url.wikidata";"url.legifrance";"pki.K.proPres";"pki.K.resPetu";"pki.K.selPfor";"pki.K.titPetu";"pki.K.titPens"
"0870040W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0870056N";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870081R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0870097H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870118F";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870581J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870590U";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870671G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870748R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870767L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870864S";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0870997L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;NA;NA;3;"Institut d'ingénierie informatique de Limoges";"3IL";"Autre";"École d'ingénieurs";"Limoges";"";"https://www.3il-ingenieurs.fr/";"https://www.wikidata.org/entity/Q3151931";"";NA;NA;0;NA;NA
"0871030X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0875023M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880001Y";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880019T";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880020U";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0880021V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880036L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880040R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880055G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880099E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880101G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880152M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0880153N";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0881070K";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0881452A";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0881493V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0881664F";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0881711G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890003V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0890005X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890008A";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890032B";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890045R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890070T";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0890819G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0891041Y";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0891168L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0891199V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0891200W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;2;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0891222V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,666666666666667;NA;NA
"0891309P";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900002N";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900003P";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900004R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;0;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900024M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900029T";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;NA;NA
"0900030U";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900231M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0900246D";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0900385E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;NA;NA
"0910620E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;7;3;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,636363636363636;NA;NA
"0910621F";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910622G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910623H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910625K";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910626L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0910627M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1;0;4;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,142857142857143;NA;NA
"0910630R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910676R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910687C";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0910715H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910727W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;1;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910808J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0910843X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,166666666666667;NA;NA
"0910923J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6;NA;NA
"0910975R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;1;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911251R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;NA;NA
"0911264E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911346U";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911492C";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911577V";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911632E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911781S";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911828T";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911913K";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911937L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911946W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911961M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911985N";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0911986P";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0912140G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0912142J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0912163G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0912251C";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0912263R";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920130S";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920134W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;NA;NA
"0920135X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920136Y";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920137Z";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920138A";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920141D";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;NA;NA
"0920142E";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920143F";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920144G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920145H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920146J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920147K";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920149M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;0;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4;NA;NA
"0920163C";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920674A";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920674H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;"EPF - École d'ingénieurs";"EPF";"Autre";"École d'ingénieurs";"Versailles";"";"http://www.epf.fr/";"https://www.wikidata.org/entity/Q3046044";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=LEGITEXT000024037505&dateTexte=20160215 | http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1";NA;NA;0;NA;NA
"0920674Q";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920680P";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920799U";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920801W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920802X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;NA;NA
"0920875B";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0920894X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920897A";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0920904H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920919Z";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0920928J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0920956P";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0921156G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921166T";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921229L";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921230M";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921245D";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0921365J";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA
"0921399W";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921432G";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
"0921484N";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;NA;NA
"0921594H";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921676X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921929X";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
"0921935D";"2015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA
