UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0801344B,UNIVERSITE D'AMIENS,4437 *,,46-1,PR,Non,7,,,01/09/2019,21/02/2019,26/03/2019,"LINGUISTIQUE GENERALE, LINGUISTIQUE FRANCAISE",CAMPUS CITADELLE,
0870669E,UNIVERSITE DE LIMOGES,4312 *,0704,46-1,PR,Non,7,,,01/09/2019,21/02/2019,26/03/2019,Sémiotique,Limoges,
9740478B,UNIVERSITE DE LA REUNION,4255 *,,46-1,PR,Non,7,,,01/09/2019,21/02/2019,26/03/2019,"Linguistique française, linguistique générale et sociolinguistique",CAMPUS UNIVERSITAIRE DU MOUFIA,
0632035V,UNIVERSITE CLERMONT AUVERGNE,178 *,0323,46-1,PR,Non,8,,,01/09/2019,21/02/2019,26/03/2019,"Cours : langue, littérature et civilisation latines (licence, master, préparation aux concours). Recherche : littérature et représentations de l¿Antiquité ; risques naturels et vulnérabilité sociale.",CLERMONT-FERRAND,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,138,,46-1,PR,Non,8,,,01/09/2019,25/01/2019,25/02/2019,Littérature et civilisation grecques,"UFR de Grec,16 rue de la Sorbonne, Paris",S
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4628 *,0581,46-1,PR,Non,8,,,01/09/2019,21/02/2019,26/03/2019,Langue et littérature latines,Creteil,
0134009M,UNIVERSITE AIX-MARSEILLE,744 *,52482,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature française du XXe siècle et humanités numériques : archives du contemporain,AIX EN PROVENCE,
0211237F,UNIVERSITE DE DIJON,4439 *,0224,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature française du XVIIIe siècle ; les Lumières ; l'héritage des Lumières,DIJON,
0311383K,UNIVERSITE TOULOUSE 2,4466,,46-1,PR,Non,9,,,01/09/2019,14/02/2019,18/03/2019,Littérature française XVIIIe siècle,TOULOUSE,
0312877J,ESPE ACADEMIE TOULOUSE,4467,,46-1,PR,Non,9,,,01/09/2019,14/02/2019,18/03/2019,"Didactique de la littérature, maîtrise de la langue française et formation des enseignants",TOULOUSE CROIX DE PIERRE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4245 *,221,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Litteratures française et francophones XXe-XXIe siecles/ Etudes culturelles,Montpellier,
0350937D,UNIVERSITE RENNES 2,4352 *,0033,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature du XIXème siècle,Rennes,
0350937D,UNIVERSITE RENNES 2,4353 *,0396,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature française du XVIème siècle,Rennes,
0383493R,UNIVERSITE GRENOBLE ALPES,397 *,09PR1339,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Professeur de rhétorique et littérature française du XVIIe siècle,Grenoble et Valence,S
0596870X,COMUE LILLE NORD DE FRANCE,58 *,1958,46-1,PR,Non,9,70,,01/09/2019,21/02/2019,26/03/2019,La personne recrutée devra dispenser ses enseignements en français dans le cadre de la mention 1Er degré du Master MEEF (enseignement disciplinaire et didactique).,DOUAI,
0623957P,UNIVERSITE D'ARTOIS,4310 *,09 PR 0090,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,"Spécialité : XVIIIe, XIXe et/ou XXe siècles. Enseignement : cours de littérature, culture générale et préparation aux concours. Implication dans la vie pédagogique et administrative de l¿UFR",ARRAS,
0673021V,UNIVERSITE DE STRASBOURG,4537 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature française des XXe-XXIe siècles,Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4196 *,09-14 PR 0049,46-1,PR,Non,9,14,,01/09/2019,21/02/2019,26/03/2019,Littératures d¿expression française et italienne. Littératures helvétiques,"Fac des Lettres, Langues et Sc. Humaines",
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4278 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Littérature de langue française des XXe et XXIe siècles. Poésie,Centre Censier,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,128,,46-1,PR,Non,9,,,01/09/2019,25/01/2019,25/02/2019,Formation initiale et continue des enseignants du premier et du second degrés en lettres,"ESPE 10, rue Molitor - Paris",S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,154,,46-1,PR,Non,9,,,01/09/2019,25/01/2019,25/02/2019,Littérature française du XIXe siècle,"UFR LFC 1,rue V.Cousin,Paris",S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,155,,46-1,PR,Non,9,,,01/09/2019,25/01/2019,25/02/2019,Littérature française (XIXe ; XXe ; XXIe siècle) et Humanités numériques,"UFR LFC 1,rue V.Cousin,Paris",S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,156,,46-1,PR,Non,9,,,01/09/2019,25/01/2019,25/02/2019,Littérature française du XIXe siècle,"UFR LFC 1,rue V.Cousin,Paris",S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,157,,46-1,PR,Non,9,,,01/09/2019,25/01/2019,25/02/2019,Littérature française du XXe et du XXIe siècle,"UFR LFC 1,rue V.Cousin,Paris",
0761904G,UNIVERSITE DE ROUEN,4455 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement : Langues et littératures médiévalesRecherche : Genres narratifs, histoire des formes et de la pensée, édition de textes, mutations génériques",Mont-Saint-Aignan,
0801344B,UNIVERSITE D'AMIENS,4439 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,LITTERATURE FRANCAISE APRES 1800,CAMPUS CITADELLE,
0830766G,UNIVERSITE DE TOULON (VAR),4196 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Professeur des universités « Littérature française des XXème et XXIème siècles »,LA GARDE,
0860856N,UNIVERSITE DE POITIERS,4583 *,,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Litterature francaise des XXe-XXie siecles,Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4313 *,0564,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Fictions contemporaines,Limoges,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4506 *,0116,46-1,PR,Non,9,,,01/09/2019,21/02/2019,26/03/2019,Langue et Littérature médiévales,NANTERRE,
0951793H,UNIVERSITE DE CERGY-PONTOISE,4414 *,,46-1,PR,Non,9,10,,01/09/2019,21/02/2019,26/03/2019,"Littérature contemporaine (XX-XXI), qu¿il s¿agisse de littérature de langue française ou de littérature comparée",CERGY,
0350937D,UNIVERSITE RENNES 2,4354 *,0126,46-1,PR,Non,10,,,01/09/2019,21/02/2019,26/03/2019,"Littérature générale et comparée.Littérature et sciences humaines, littérature et art.",Rennes,
0370800U,UNIVERSITE DE TOURS,4415,0006,46-1,PR,Non,10,,,01/09/2019,08/02/2019,11/03/2019,Littérature comparée,Tours,
0632035V,UNIVERSITE CLERMONT AUVERGNE,175 *,0294,46-1,PR,Non,10,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement : licence, master, agrégation. Maîtrise de trois langues dont anglais. Recherche : littératures, arts et sciences, robotique, intelligence artificielle, cobotique.",CLERMONT-FERRAND,
9840349G,UNIVERSITE DE POLYNESIE FRANCAISE,4168 *,,46-1,PR,Non,10,,,26/08/2019,21/02/2019,26/03/2019,"La personne recrutée assurera principalement des enseignements de littérature générale et/ou comparée en licence de Lettres et arts, en Master recherche LCSO et en Master MEEF à l'ESPE.",Tahiti - Polynesie francaise,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4589,11PR533,46-1,PR,Non,11,,,01/09/2019,29/01/2019,05/03/2019,LITTERATURE ANGLOPHONE (POESIE),UFR LASH,
0134009M,UNIVERSITE AIX-MARSEILLE,741 *,51434,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Littérature américaine,AIX EN PROVENCE,
0141408E,UNIVERSITE DE CAEN,4420 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Littérature britannique, 16ème - 18ème siècles.",CAEN,
0311086M,UNIV. TOULOUSE 3 (IUT),4577 *,1205,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Anglais général et de spécialité, didactique des langues",TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4468,,46-1,PR,Non,11,,,01/09/2019,14/02/2019,18/03/2019,"Poésie de l¿aire anglophone, traduction et langue",TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4252 *,032,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Litterature americaine,Montpellier,S
0383493R,UNIVERSITE GRENOBLE ALPES,391 *,11PR1361,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Etudes anglophones : Littérature américaine,Grenoble et Valence,S
0383493R,UNIVERSITE GRENOBLE ALPES,393 *,11PR1557,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Traduction spécialisée et Traductologie,Grenoble et Valence,S
0383493R,UNIVERSITE GRENOBLE ALPES,396 *,11PR1320,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Civilisation des pays anglophones,Grenoble et Valence,S
0421095M,UNIVERSITE DE SAINT-ETIENNE,4269 *,0373,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,ETUDES ANGLOPHONES CONTEMPORAINES,UFR ALL ST ETIENNE,
0450855K,UNIVERSITE D'ORLEANS,4370 *,PR0391,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Littératures nord-américaines,UFR LLSH - Orleans,
0593279U,UNIVERSITE DE VALENCIENNES (UPHF),4235 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Professeur de linguistique anglaise,LE MONT HOUY VALENCIENNES,
0673021V,UNIVERSITE DE STRASBOURG,4538 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Littérature nord-américaine,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4393 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Anglais LEA,LYON et BRON,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4286 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Civilisation et économie du Royaume Uni et de l¿Irlande,Centre Censier,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,150,,46-1,PR,Non,11,5,6,01/09/2019,25/01/2019,25/02/2019,"Anglais, LEA, commerce international, politique économique et civilisation des pays anglophones (de préférence du Royaume-Uni)",UFR LEA 108 bd Malesherbes PARIS,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4178 *,,46-1,PR,Non,11,22,,01/09/2019,21/02/2019,26/03/2019,Histoire et civilisation américaine,GUYANCOURT,
0801344B,UNIVERSITE D'AMIENS,4446 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,LITTERATURE AMERICAINE 20°-21° SIECLES,CAMPUS CITADELLE,
0801344B,UNIVERSITE D'AMIENS,4447 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,CIVILISATION BRITANNIQUE,CAMPUS CITADELLE,
0860856N,UNIVERSITE DE POITIERS,4582 *,,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement en litterature  et civilisation britanniques (medievale et autres siecles): litterature, langue et civilisation anglaises du Moyen Age. Philologie du moyen anglais.",Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4314 *,0126,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Traduction et traductologie,Limoges,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4511 *,0468,46-1,PR,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Civilisation britannique/ Droit français-Droit étranger parcours Common Law/ Anglais de spécialité,NANTERRE,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4590,14PR468,46-3,PR,Non,14,,,01/09/2019,29/01/2019,05/03/2019,AMERIQUE LATINE CONTEMPORAINE,UFR LASH,
0311383K,UNIVERSITE TOULOUSE 2,4469,,46-1,PR,Non,14,,,01/09/2019,14/02/2019,18/03/2019,Espagnol - Civilisation de l¿Amérique latine contemporaine,TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4254 *,034,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Litterature et culture italiennes contemporaines (XXe-XXIe siecles),Montpellier,S
0350937D,UNIVERSITE RENNES 2,4360 *,0056,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Italien LLCER,Rennes,S
0370800U,UNIVERSITE DE TOURS,4417,0008,46-1,PR,Non,14,9,27,01/09/2019,08/02/2019,11/03/2019,Humanités numériques et études sur la Renaissance,Tours,
0383493R,UNIVERSITE GRENOBLE ALPES,392 *,14PR1328,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Littérature espagnole contemporaine,Grenoble,S
0421095M,UNIVERSITE DE SAINT-ETIENNE,4270 *,0017,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,LITTERATURES OU CIVILISATIONS HISPANIQUES DES XXe-XXIe SIECLES,UFR ALL ST ETIENNE,
0440984F,UNIVERSITE DE NANTES,4531 *,1602,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Histoire et civilisation de l'Espagne contemporaine,Nantes,
0490970N,UNIVERSITE D'ANGERS,4324 *,14PR0623,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"civilisation contemporaine de l'Amérique Latine.Cours de civilisation latino-américaine,traduction(version et thème),langue commerciale en Licence et Master.",ANGERS,
0593279U,UNIVERSITE DE VALENCIENNES (UPHF),4232 *,,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Civilisation latino-américaine,LE MONT HOUY VALENCIENNES,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4202 *,,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,(Socio)linguistique et Didactique,UPVD,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4395 *,,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Civilisation contemporaine de l¿Espagne XIXe ¿ XXe siècle,BRON,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4285 *,,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"Brésil ¿ Langue, littérature, civilisation",Centre Censier,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,163,,46-1,PR,Non,14,,,01/09/2019,25/01/2019,25/02/2019,Civilisation et histoire de l'Espagne contemporaine (XIXe-XXIe siècles),"UFR Etudes Iberiques,31, rue Gay-Lussac",S
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4222 *,,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Image(s) et civilisation de l'Amérique latine contemporaine,CHAMPS-SUR-MARNE,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4632 *,0910,46-1,PR,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Civilisation de l¿Espagne,"Creteil, Campus centre",
0134009M,UNIVERSITE AIX-MARSEILLE,743 *,52447,46-1,PR,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Civilisation du Japon,AIX EN PROVENCE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4256 *,023,46-1,PR,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Linguistique et langue chinoises contemporaines,Montpellier,S
0690173N,I.E.P DE LYON,4058 *,PR0003,46-1,PR,Non,15,22,23,01/09/2019,21/02/2019,26/03/2019,Langue et civilisation asiatique (notamment Chine/Japon)toutes les précisions nécessaires sur le poste sont incluses dans le pdf joint,14 avenue Berthelot,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4397 *,,46-1,PR,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Professeur d¿arabe,LYON et BRON,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4307 *,0048,46-1,PR,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue arabe et monde contemporain,LYON/BOURG EN BRESSE,S
0753488J,INALCO PARIS,4128,,46-1,PR,Non,15,7,,01/09/2019,19/02/2019,21/03/2019,Arabe maghrébin,Paris,
0753488J,INALCO PARIS,4136,,46-1,PR,Non,15,22,,01/09/2019,19/02/2019,21/03/2019,L'Histoire des juifs dans la période contemporaine,Paris,
0141408E,UNIVERSITE DE CAEN,4422 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,PSYCHOLOGIE DE L'EDUCATION,CAEN,
0211237F,UNIVERSITE DE DIJON,4441 *,1218,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Psychologie Sociale, Psychologie du travail et des organisations",DIJON,S
0251215K,UNIVERSITE DE BESANCON,4485 *,1321,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie sociale de la santé au travail,BESANCON,
0311383K,UNIVERSITE TOULOUSE 2,4470,,46-1,PR,Non,16,,,01/09/2019,14/02/2019,18/03/2019,Psychologie clinique et psychopathologie (contemporaine),TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4471,,46-1,PR,Non,16,,,01/09/2019,14/02/2019,18/03/2019,Psychologie clinique et psychopathologie (des limites),TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4261 *,486,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie Cognitive,Montpellier,
0440984F,UNIVERSITE DE NANTES,4526 *,1698,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie de la santé,Nantes,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4384 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie clinique et psychopathologie,BRON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4385 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,psychologie du travail et des organisations,BRON,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4367,16PR2196,46-1,PR,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Psychologie cognitive expérimentale : Liens Perception-Action,Institut de Psychologie,
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4415,E773000031,46-1,PR,Non,16,17,72,01/09/2019,04/02/2019,06/03/2019,Épistémologie de la psychanalyse,Site PRG,
0761904G,UNIVERSITE DE ROUEN,4447 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement :Psychologie socialeRecherche : Cognition sociale avec les recherches adossées et intégrées à l'équipe ""Risques psycho-sociaux"" du laboratoire CRFDP",Mont-Saint-Aignan,
0860856N,UNIVERSITE DE POITIERS,4596 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie sociale experimentale,Poitiers,
0900424X,BELFORT-MONTBEL (UNIV TECHNO),4059 *,,46-1,PR,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Ergonomie, Démarches ergonomiques en conception des systèmes",Montbeliard,
0211237F,UNIVERSITE DE DIJON,4440 *,0795,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,"Philosophie de la vie, de la médecine et de la santé (éthique, bioéthique, philosophie des normes)",DIJON,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4246 *,0014,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,Histoire de la philosophie moderne et contemporaine,Montpellier,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4247 *,677,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,"Etudes Psychanalytiques : Inconscient, Culture et Subjectivites.",Montpellier,
0673021V,UNIVERSITE DE STRASBOURG,4539 *,,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,Histoire de la philosophie moderne,Strasbourg,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4522 *,1581,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,HISTOIRE DE LA PHILOSOPHIE MODERNE,12 place du Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4524 *,1756,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,PHILOSOPHIE DE L'EXPERIENCE,12 place du Pantheon,
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4414,,46-1,PR,Non,17,72,,01/09/2019,04/02/2019,06/03/2019,Histoire et philosophie des sciences exactes,Site PRG,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4631 *,1418,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,"Philosophie des normes : esthétique, éthique",Creteil,
0942353X,ESPE ACADEMIE CRETEIL,4610 *,0378,46-1,PR,Non,17,,,01/09/2019,21/02/2019,26/03/2019,"Philosophie de l'éducation, philosophie éthique",Sites de lESPE,
0134009M,UNIVERSITE AIX-MARSEILLE,746 *,73277,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Pratiques contemporaines et théorie des arts plastiques,AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,747 *,78983,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Musicologie et interdisciplinarité. Complexités épistémologiques et méthodologiques,AIX/MARSEILLE,
0311383K,UNIVERSITE TOULOUSE 2,4473,,46-1,PR,Non,18,,,01/09/2019,14/02/2019,18/03/2019,Etudes audiovisuelles : création recherche et nouvelles technologies,TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4276 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Arts plastiques,PESSAC CEDEX,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4248 *,313,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,"Etudes cinematographiques et audiovisuelles (esthetiques, histoires,cultures, creations)",Montpellier,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4249 *,685,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,"Etudes cinematographiques et audiovisuelles (esthetiques, histoires, cultures, creations)",Montpellier,S
0350937D,UNIVERSITE RENNES 2,4355 *,0428,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Arts plastiques,Rennes,
0350937D,UNIVERSITE RENNES 2,4356 *,0821,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Arts plastiques.Théorie de l'art et anthropologie des mondes.,Rennes,S
0421095M,UNIVERSITE DE SAINT-ETIENNE,4271 *,0227,46-1,PR,Non,18,22,19,01/09/2019,21/02/2019,26/03/2019,ARTS CONTEMPORAINS,UFR ALL ST ETIENNE,
0623957P,UNIVERSITE D'ARTOIS,4311 *,18 PR 0477,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Le professeur recruté assurera des enseignements dans les domaines des arts du spectacle et de la scène. Il s'impliquera dans la vie pédagogique et administrative de l¿UFR.,ARRAS,
0673021V,UNIVERSITE DE STRASBOURG,4540 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Esthétique et sciences de l'art,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4541 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Pratique et théorie des arts plastiques,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4400 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Esthétiques et politiques du spectacle vivant. Approches interdisciplinaires,BRON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4401 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,"Musique, Analyse, Interprétation",Site RACHAIS - LYON,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4512 *,1633,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Arts plastiques,Ecole des arts de la Sorbonne,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4282 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Écritures et dramaturgies contemporaines,Centre Censier,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,164,,46-1,PR,Non,18,,,01/09/2019,25/01/2019,25/02/2019,"Didactique, psychologie et sciences cognitives de la musique, outils numériques",UFR Musique et Musicologie Clignancourt,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4223 *,,46-3,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Esthétiques et analyse des musiques contemporaines,CHAMPS-SUR-MARNE,
0860856N,UNIVERSITE DE POITIERS,4581 *,,46-1,PR,Non,18,,,01/09/2019,21/02/2019,26/03/2019,"Competence large en etudes visuelles, histoire et theorie du cinema et des medias, ainsi qu en analyse du film. Une reelle connaissance du cinema europeen contemporain serait un atout supplementaire.",Poitiers,
0310133B,I.E.P DE TOULOUSE,4024 *,T2PR0034,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,Voir la fiche de poste,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4474,,46-1,PR,Non,19,,,01/09/2019,14/02/2019,18/03/2019,SOCIOLOGIE DU GENRE ET DES POLITIQUES D¿EGALITE,TOULOUSE,
0440984F,UNIVERSITE DE NANTES,4530 *,1993,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,Sociologie de l'action publique,Nantes,
0511296G,UNIVERSITE DE REIMS,4366 *,19 PR 0054,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement de sociologie de l¿éducation, en particulier dans le tronc commun des masters MEEF et dans la licence Sciences de l¿Education.",REIMS,
0542493S,UNIVERSITE DE LORRAINE,1183 *,19PR0697,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,"Sociologie générale, Sociologie de l'innovation, sociologie des vulnérabilités, Sociologie des classements et des catégories",METZ,
0690173N,I.E.P DE LYON,4059 *,PR0050,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,Sociologie de l'action publique européenne,14 avenue Berthelot,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4388 *,,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,Sociologie. Ages de la vie et vieillissement,BRON,
0753431X,I.E.P DE PARIS,4091,,46-1,PR,Non,19,72,,01/09/2019,17/10/2018,28/02/2019,Le poste à pourvoir est destiné à enrichir l'expertise du médialab dans l'analyse de la transformation numérique de nos sociétés.,Paris,
0753431X,I.E.P DE PARIS,4092,,46-1,PR,Non,19,23,72,01/09/2019,03/12/2018,29/03/2019,Le poste à pourvoir est destiné à développer une analyse de la transition écologique en déployant des méthodes numériques.,Paris,
0762762P,UNIVERSITE DU HAVRE,4148 *,,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,"Mobilités sociales, familiales et territoriales",UNIVERSITE LE HAVRE NORMANDIE,S
0801344B,UNIVERSITE D'AMIENS,4445 *,,46-1,PR,Non,19,,,01/09/2019,21/02/2019,26/03/2019,SOCIOLOGIE,CAMPUS CITADELLE,
