UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0761904G,UNIVERSITE DE ROUEN,4445 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Enseignement : Littérature américaine et traductionRecherche : Littérature américaine,Mont-Saint-Aignan,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4210 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Linguistique, traduction, traductologie",CHAMPS-SUR-MARNE,
0772502B,UNIVERSITE PARIS EST MARNE LA VALLEE,4211 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Etudes Culturelles du Monde Anglophone (Littérature et Civilisation),CHAMPS-SUR-MARNE,
0830766G,UNIVERSITE DE TOULON (VAR),4195 *,,26-I-1,MCF,Non,11,19,23,01/09/2019,21/02/2019,26/03/2019,Maître de conférences « Tourisme »,LA GARDE,
0840685N,UNIVERSITE D'AVIGNON,4128 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Théâtre anglophone contemporain : Grande-Bretagne et/ou Canada,Campus Hannah Arendt  Centre-ville,
0860856N,UNIVERSITE DE POITIERS,4584 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Le la collegue enseignera la linguistique anglaise, la traduction et la traductologie (niveaux Licence et Master). Il elle integrera l equipe de recherche en linguistique de l unite EA3816, FoReLLIS.",Poitiers,S
0860856N,UNIVERSITE DE POITIERS,4601 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Enseignements en etudes culturelles du monde anglophone, Langues et Mediation Interculturelle, Langues Etrangeres Appliquees, Parcours Sciences Politiques, Ingenierie, Mediations et E-education.",Poitiers,S
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4513 *,0957,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Civilisation britannique/ Anglais de spécialité (legal English) / Droit français-Droit étranger parcours Common Law,NANTERRE,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4618 *,0393,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Anglais de spécialité : anglais de l'économie et des affaires,Campus du mail des meches,
0951793H,UNIVERSITE DE CERGY-PONTOISE,4413 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Arts visuels des pays anglophones,CERGY,
9710585J,UNIVERSITE DES ANTILLES,4336 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Études anglophones (langue, littérature,civilisation)",Schoelcher,
9730429D,UNIVERSITE DE LA GUYANE,111 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,"Études Anglophones, spécialité Civilisation Américaine",CAYENNE,
9740478B,UNIVERSITE DE LA REUNION,4251 *,,26-I-1,MCF,Non,11,,,01/09/2019,21/02/2019,26/03/2019,Etudes anglophones : Littératures et Traduction,CAMPUS UNIVERSITAIRE DU MOUFIA,
9840349G,UNIVERSITE DE POLYNESIE FRANCAISE,4167 *,,26-I-1,MCF,Non,11,,,26/08/2019,21/02/2019,26/03/2019,"La personne recrutée interviendra en Licence LLCER Anglais (Civilisation nord-américaine des origines à nos jours), en Licence LEA et en Master MEEF.",Tahiti - Polynesie francaise,
0312877J,ESPE ACADEMIE TOULOUSE,4448,,26-I-1,MCF,Non,12,7,,01/09/2019,14/02/2019,18/03/2019,"Didactique des langues vivantes, enseignement de l'allemand et formation des enseignants.",TOULOUSE CROIX DE PIERRE,
0673021V,UNIVERSITE DE STRASBOURG,4566 *,,26-I-1,MCF,Non,12,,,01/09/2019,21/02/2019,26/03/2019,Littérature des mondes germanophones,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4567 *,,26-I-1,MCF,Non,12,,,01/09/2019,21/02/2019,26/03/2019,"Allemand, didactique du bilinguisme et du plurilinguisme",Strasbourg,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,162,,26-I-1,MCF,Non,12,,,01/10/2019,25/01/2019,25/02/2019,Études nordiques,UFR Germ et nor 108 bd Malesherbes PARIS,S
0753488J,INALCO PARIS,4134,,26-I-1,MCF,Non,13,15,,01/09/2019,19/02/2019,21/03/2019,Études centre- et est-européennes : sciences humaines et sociales,Paris,
0753488J,INALCO PARIS,4135,,26-I-1,MCF,Non,13,,,01/09/2019,19/02/2019,21/03/2019,"Langue, littérature et civilisation lettones",Paris,
0134009M,UNIVERSITE AIX-MARSEILLE,736 *,52155,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Langue et cultures des mondes hispaniques (époque moderne),AIX EN PROVENCE,
0251215K,UNIVERSITE DE BESANCON,4499 *,0518,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"Espagnol LEA, Langue et civilisation latino-américaine",BESANCON,
0251215K,UNIVERSITE DE BESANCON,4500 *,1183,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Espagnol,Belfort (90) -Montbeliard (25),
0311383K,UNIVERSITE TOULOUSE 2,4449,,26-I-1,MCF,Non,14,,,01/09/2019,14/02/2019,18/03/2019,Portugais. Cultures et civilisations des mondes lusophones XVIIe-XXe,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4450,,26-I-1,MCF,Non,14,,,01/09/2019,14/02/2019,18/03/2019,"Espagnol (LANSAD, LLCE)",TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4255 *,132,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Espagnol : langue et culture,Montpellier,
0370800U,UNIVERSITE DE TOURS,4416,0836,26-I-1,MCF,Non,14,,,01/09/2019,08/02/2019,11/03/2019,Littérature Amérique latine,Tours,
0450855K,UNIVERSITE D'ORLEANS,4361 *,MCF0187,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"Civilisation espagnole, XIXe-XXIe siècles. Traduction.",UFR LLSH - Orleans,
0511296G,UNIVERSITE DE REIMS,4384 *,,26-I-2,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Espagnol : Langue et littérature.,REIMS,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4394 *,,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"Langue, littérature, civilisation et histoire culturelle de l¿Espagne. LLCER",BRON,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4526,2204,26-I-1,MCF,Non,14,,,01/09/2019,22/02/2019,27/03/2019,"Espagnol appliqué à l'Histoire de l'art, au Patrimoine, au Cinéma et à l'Archéologie",12 place du Pantheon,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4283 *,,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,"Italien : langue, littérature et civilisation de l¿Humanisme et de la Renaissance",Centre Censier,
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4388,E483010024,26-I-1,MCF,Non,14,,,01/09/2019,04/02/2019,06/03/2019,"Linguistique espagnole outillée, Langues de spécialité",Site PRG,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,160,,26-I-1,MCF,Non,14,,,01/09/2019,25/01/2019,25/02/2019,Langue espagnole et civilisation de l'Amérique latine contemporaine (économie et commerce extérieur),UFR LEA 108 bd Malesherbes PARIS,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,161,,26-I-1,MCF,Non,14,,,01/09/2019,25/01/2019,25/02/2019,Arts visuels - Cinéma des mondes hispaniques,"UFR Etudes Iberiques,31, rue Gay-Lussac",
0801344B,UNIVERSITE D'AMIENS,4448 *,,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,AMERIQUE LATINE,CAMPUS CITADELLE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4512 *,0866,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Espagnol LEA : Langue et Traduction (monde hispanique contemporain),NANTERRE,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4626 *,0834,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,LEA Espagnol appliqué au commerce international,"Campus Senart, Lieusaint (77)",
0942353X,ESPE ACADEMIE CRETEIL,4654 *,1551,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Didactique de l¿espagnol,Sites de lESPE,
9730429D,UNIVERSITE DE LA GUYANE,112 *,,26-I-1,MCF,Non,14,,,01/09/2019,21/02/2019,26/03/2019,Portugais : Traduction et Interprétariat,CAYENNE,
0134009M,UNIVERSITE AIX-MARSEILLE,733 *,51700,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue et culture berbères,AIX EN PROVENCE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4277 *,,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langues et cultures japonaises,PESSAC CEDEX,
0350937D,UNIVERSITE RENNES 2,4359 *,0670,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue et civilisation japonaises,Rennes,S
0450855K,UNIVERSITE D'ORLEANS,4362 *,MCF0386,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue et linguistique du Chinois,UFR LLSH - Orleans (+Cf Profil),
0542493S,UNIVERSITE DE LORRAINE,1174 *,15MCF0810,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Arabe : Langue et langue de Spécialité,NANCY,
0623957P,UNIVERSITE D'ARTOIS,4309 *,15 MCF 1428,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,"Enseignement de la civilisation chinoise ancienne du 5e au 15e s, et cours de version, de culture en LLCER et en LEA de la licence au master, suivi pédagogique des étudiants, du stage et du mémoire",ARRAS,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4396 *,,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Linguistique chinoise,LYON et BRON,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4297 *,0089,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Histoire culturelle et intellectuelle de la Chine des XXe et XXIe siècles - LLCER - LEA,LYON/BOURG EN BRESSE,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4298 *,0162,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue arabe et monde contemporain,LYON/BOURG EN BRESSE,S
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4406,E443010009,26-I-1,MCF,Non,15,,,01/09/2019,04/02/2019,06/03/2019,Sciences sociales du Japon contemporain,Site PRG,
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4407,E443010030,26-I-1,MCF,Non,15,,,01/09/2019,04/02/2019,06/03/2019,Langue et civilisation coréennes,Site PRG,
0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,4187 *,,26-I-1,MCF,Non,15,,,01/09/2019,21/02/2019,26/03/2019,Langue et littérature arabes,Paris,
0753488J,INALCO PARIS,4126,,26-I-1,MCF,Non,15,,,01/09/2019,19/02/2019,21/03/2019,Langue et culture contemporaine d'expression Swahili,Paris,
0753488J,INALCO PARIS,4127,,26-I-1,MCF,Non,15,,,01/09/2019,19/02/2019,21/03/2019,Tamoul,Paris,
0753488J,INALCO PARIS,4131,,26-I-1,MCF,Non,15,,,01/09/2019,19/02/2019,21/03/2019,Langue et civilisation de la Corée,Paris,
0753488J,INALCO PARIS,4132,,26-I-1,MCF,Non,15,,,01/09/2019,19/02/2019,21/03/2019,Japon moderne et contemporain : Sciences humaines et sociales,Paris,
0753488J,INALCO PARIS,4133,,26-I-1,MCF,Non,15,,,01/09/2019,20/02/2019,22/03/2019,Langue turque et anthropologie culturelle,Paris,
0060931E,UNIVERSITE DE NICE (SOPHIA ANTIPOLIS),4571,16MCF579,33,MCF,Non,16,,,01/09/2019,29/01/2019,05/03/2019,"communication/expression, la psychosociologie des organisations ainsi que l¿introduction à la psychologie.",IUT,S
0134009M,UNIVERSITE AIX-MARSEILLE,739 *,78981,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychopathologie et psychologie Clinique,AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,742 *,78982,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie du développement,AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,750 *,57163,26-I-1,MCF,Non,16,69,,01/09/2019,21/02/2019,26/03/2019,Neurosciences/psychologie cognitive et formation des enseignants,MARSEILLE,
0251215K,UNIVERSITE DE BESANCON,4501 *,0316,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Clinique de l'intersubjectivité et des relations précoces,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4502 *,0817,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie sociale du travail et de la santé,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4503 *,1107,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie cognitive et / ou neuropsychologie,BESANCON,
0301687W,UNIVERSITE DE NIMES,4166 *,0007,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie du développement,NIMES,S
0301687W,UNIVERSITE DE NIMES,4167 *,0074,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie cognitive,NIMES,
0311383K,UNIVERSITE TOULOUSE 2,4451,,26-I-1,MCF,Non,16,,,01/09/2019,14/02/2019,18/03/2019,Psychologie cognitive et ergonomie,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4452,,26-I-1,MCF,Non,16,,,01/09/2019,14/02/2019,18/03/2019,Psychologie sociale du travail et des organisations,TOULOUSE,
0312877J,ESPE ACADEMIE TOULOUSE,4453,,26-I-1,MCF,Non,16,,,01/09/2019,14/02/2019,18/03/2019,Psychologie - processus d¿apprentissage et formation des enseignant.e.s,TOULOUSE ET CAHORS,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4260 *,178,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie (Beziers),Montpellier,
0342321N,UNIVERSITE DE MONTPELLIER,327 *,16-70MCF1087,26-I-1,MCF,Non,16,70,,01/09/2019,21/02/2019,26/03/2019,Psychologie du travail,Montpellier,
0350937D,UNIVERSITE RENNES 2,4333 *,0374,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychopathologie clinique et clinique psychanalytique,RENNES,S
0350937D,UNIVERSITE RENNES 2,4334 *,0408,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie clinique et psychocriminologie,RENNES,
0350937D,UNIVERSITE RENNES 2,4335 *,0846,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychopathologie clinique et clinique psychanalytique,RENNES,
0383493R,UNIVERSITE GRENOBLE ALPES,407 *,26MCF0091,26-I-1,MCF,Non,16,69,,01/09/2019,21/02/2019,26/03/2019,"Neuroplasticité des réseaux cognitifs ; approche multidisciplinaire, méthodologie comportementale, de neuropsychologie et/ou neuroimagerie.",Grenoble,S
0440984F,UNIVERSITE DE NANTES,4512 *,2245,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie - Méthodologie,Nantes,
0442764R,ESPE ACADEMIE NANTES,4524 *,0193,26-I-1,MCF,Non,16,70,,01/09/2019,21/02/2019,26/03/2019,Psychologie du développement; psychologie de l'éducation,Le Mans,
0450855K,UNIVERSITE D'ORLEANS,4363 *,MCF0142,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Maître.sse de conférences en psychologie,ESPE CVL - Blois (+Cf Profil),
0490970N,UNIVERSITE D'ANGERS,4325 *,16MCF0676,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Théorie/méthodologie en psychologie sociale tous niveaux du cursus+formation continue(DU).Assurer/développer enseignements sur la psychologie sociale en lien avec les notions de risques/de sécurité.,A,
0490970N,UNIVERSITE D'ANGERS,4326 *,16MCF0467,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Psychologie clinique et psychopathologie psychanalytique tous niveaux du cursus LMD ou/et formation continue.Enseignements fondamentaux,optionnels,transversaux",ANGERS,
0511296G,UNIVERSITE DE REIMS,4381 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychopathologie et psychologie clinique,REIMS,
0542493S,UNIVERSITE DE LORRAINE,1175 *,16MCF0020,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Psychologie du développement, psychologie cognitive et neuropsychologie",NANCY MAXEVILLE,S
0542493S,UNIVERSITE DE LORRAINE,1178 *,16MCF0460,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Psychologie de la santé, psychologie clinique",METZ,
0596870X,COMUE LILLE NORD DE FRANCE,53 *,1953,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Elle-il devra dispenser ses enseignements dans le cadre de la mention premier degré du Master Métier de l'Enseignement de l'Éducation et de la Formation (MEEF),Villeneuve d'ascq,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4113 *,0048,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"Psychologie expérimentale, cognition sociale et technologies cognitives",COMPIEGNE,
0632035V,UNIVERSITE CLERMONT AUVERGNE,159 *,0002,26-I-1,MCF,Non,16,69,,01/09/2019,21/02/2019,26/03/2019,Psychologie sociale expérimentale,CLERMONT-FERRAND,
0632035V,UNIVERSITE CLERMONT AUVERGNE,160 *,0003,26-I-1,MCF,Non,16,69,,01/09/2019,21/02/2019,26/03/2019,Psychologie sociale expérimentale,CLERMONT-FERRAND,
0673021V,UNIVERSITE DE STRASBOURG,4568 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie clinique orientation TCC,Strasbourg,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4530,0013,26-I-1,MCF,Non,16,70,,01/09/2019,06/02/2019,08/03/2019,Psychologie de l¿éducation et école inclusive,ESPE,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4375 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Ergonomie du travail et des systèmes de production,LYON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4382 *,,26-I-1,MCF,Non,16,27,,01/09/2019,21/02/2019,26/03/2019,Psychologie Cognitive,BRON,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4383 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,psychologie sociale,BRON,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4261 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Enseignement en psychologie et méthodes en psychologie et neurosciences pour le grade licence.Recherche en psychologie cognitive/neurosciences cognitives avec des compétences méthodologiques fortes,CHAMBERY,S
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4352,16MCF1907,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Psychologie clinique appliquée aux publics du social,IUT,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4368,16MCF0114,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,"Psychologie clinique et Psychopathologie intégrative : vulnérabilité, interventions et processus de changement",Institut de Psychologie,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4369,16MCF1696,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Psychologie de l¿éducation et du développement,Institut de Psychologie,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4370,16MCF1862,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Clinique psychanalytique de la périnatalité et de la première enfance,Institut de Psychologie,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4371,PARCOURSUP1,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Neuropsychologie Cognitive et Clinique,Institut de Psychologie,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4389,PARCOURSUP5,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Psychologie sociale,Institut de Psychologie,
0751721N,UNIVERSITE PARIS 5 (RENE DESCARTES),4390,PARCOURSUP6,26-I-1,MCF,Non,16,,,01/09/2019,08/01/2019,27/02/2019,Psychologie différentielle cognitive,Institut de Psychologie,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4207 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,PSYCHOPATHOLOGIE PSYCHODYNAMIQUE DU TRAVAIL,PARIS,
0801344B,UNIVERSITE D'AMIENS,4442 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,NEUROPSYCHOLOGIE,CAMPUS,
0801344B,UNIVERSITE D'AMIENS,4443 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,PSYCHOLOGIE SOCIALE,CAMPUS,
0802142U,ESPE ACADEMIE AMIENS,4461 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,"PSYCHOLOGIE DU DEVELOPPEMENT, PSYCHOLOGIE SOCIALE",POLE CITADELLE,
0811293R,INSTITUT NATIONAL UNIV. D'ALBI,4137 *,,26-I-1,MCF,Non,16,69,,01/09/2019,21/02/2019,26/03/2019,Neuropsychologie clinique,ALBI,
0860856N,UNIVERSITE DE POITIERS,4594 *,,26-I-1,MCF,Non,16,70,,01/09/2019,21/02/2019,26/03/2019,"Psychologie du langage ecrit, developpement/apprentissage chez l enfant et l adolescent. Difficultes d apprentissage, situations de handicap.Seminaire MEEF 1er/2nd degre, Master IPHD, CAPPEI.",Niort,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4515 *,0251,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychopathologie clinique psychanalytique,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4518 *,0830,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie cognitive et neuropsychologie,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4326 *,0260,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Psychologie,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4457 *,,26-I-1,MCF,Non,16,,,01/09/2019,21/02/2019,26/03/2019,Maître de conférences en Ergonomie,2 RUE DE LA LIBERTE - SAINT DENIS,
0134009M,UNIVERSITE AIX-MARSEILLE,748 *,51224,26-I-1,MCF,Non,17,72,70,01/09/2019,21/02/2019,26/03/2019,"Philosophie, Épistémologie et logique, humanités numériques et formation des enseignants",AIX MARSEILLE,
0251215K,UNIVERSITE DE BESANCON,4504 *,0295,26-I-2,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,"Philosophie générale, philosophie moderne",BESANCON,
0311383K,UNIVERSITE TOULOUSE 2,4454,,26-I-1,MCF,Non,17,,,01/09/2019,14/02/2019,18/03/2019,PHILOSOPHIE ET SCIENCES HUMAINES ET SOCIALES,TOULOUSE,
0440984F,UNIVERSITE DE NANTES,4509 *,0981,26-I-1,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,Philosophie allemande et philosophie générale,Nantes,
0632035V,UNIVERSITE CLERMONT AUVERGNE,157 *,0986,26-I-1,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,Histoire de la philosophie ancienne,CLERMONT-FERRAND,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4523 *,1885,26-I-1,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,HISTOIRE DE LA PHILOSOPHIE ANCIENNE,12 place du Pantheon,
0751723R,UNIVERSITE PARIS 7 (DENIS DIDEROT),4413,E773010040,26-I-1,MCF,Non,17,72,,01/09/2019,04/02/2019,06/03/2019,Histoire et philosophie des mathématiques,Site PRG,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,159,,26-I-1,MCF,Non,17,,,01/09/2019,25/01/2019,25/02/2019,Esthétique et philosophie de l'art,"UFR Philosophie 1, rue V. Cousin, Paris",
0801344B,UNIVERSITE D'AMIENS,4444 *,,26-I-1,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,PHILOSOPHIE MORALE ET POLITIQUE,CAMPUS CITADELLE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4508 *,0230,26-I-1,MCF,Non,17,,,01/09/2019,21/02/2019,26/03/2019,Philosophie de langue allemande,NANTERRE,
0251215K,UNIVERSITE DE BESANCON,4505 *,0086,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Musicologie et analyse XXe-XXIe siècles. Musique et Arts,BESANCON,
0311383K,UNIVERSITE TOULOUSE 2,4455,,26-I-1,MCF,Non,18,,,01/09/2019,14/02/2019,18/03/2019,Études théâtrales. Histoire du théâtre. Dramaturgies françaises et européennes,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4456,,26-I-1,MCF,Non,18,,,01/09/2019,14/02/2019,18/03/2019,ARTS PLASTIQUES ET THEORIES DE L¿ART,TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4250 *,170,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Etudes theatrales et spectacle vivant. Ecritures dramatiques du XIXe  au XXIe siecle,Montpellier,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4251 *,538,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Etudes theatrales : Cirque,Montpellier,
0350937D,UNIVERSITE RENNES 2,4349 *,0288,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Arts plastiques,Rennes,S
0350937D,UNIVERSITE RENNES 2,4350 *,0409,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Design graphique,Rennes,
0350937D,UNIVERSITE RENNES 2,4351 *,,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Histoire du cinéma,Rennes,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4264 *,0512,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,ESTHETIQUE ET SCIENCES DE L'ART,UFR ALL ST ETIENNE,
0542493S,UNIVERSITE DE LORRAINE,1179 *,18/19MCF0071,26-I-1,MCF,Non,18,19,,01/09/2019,21/02/2019,26/03/2019,Sociologie des arts et de la culture - Musiques actuelles/amplifiées,METZ,
0670190T,INSA DE STRASBOURG,4086 *,,26-I-1,MCF,Non,18,24,,01/09/2019,21/02/2019,26/03/2019,"intégrera les champs disciplinaires du paysage et de l urbanisme.Il sera chargé d un atelier de troisième année : ""Projet Villes et Formulaires Urbains"", enseignement théorique,",STRASBOURG,
0673021V,UNIVERSITE DE STRASBOURG,4569 *,,26-I-1,MCF,Non,18,,,01/09/2019,21/02/2019,26/03/2019,Pratique et théorie des arts plastiques,Strasbourg,
